,date,bank,title,rating,text
975,08.02.2018 21:17,Абсолют Банк,Благодарность сотруднику,5,"Хочется выразить огромную признательность и благодарность сотруднику банка Зотовой Ольге.С данным сотрудником имела счастье познакомиться при оформлении ипотеки.Ни в одном банке я не встречала столько радушия и приветливости.Все на высшем уровне.Ольга-сотрудник с большим потенциалом,невероятно открытым сердцем и душой,настоящий профессионал и мастер своего дела.Хочется возвращаться к ней снова и снова,и если в будущем потребуется какой-либо банковский продукт-только к Ольге.Желаю ей карьерного роста,а банку процветания!"
976,08.02.2018 21:16,Бинбанк,Ошибка при регистрации в интернет-банке Бинбанк 2.0,3,"В колледже выдали карту для получения стипендии. Полгода не получается зарегистрироваться в БинБанк Онлайн ..  ""Ошибка. Попробуйте повторить запрос позже.""Думал, ошибка временная и не стал обращаться в банк, но проблема сама по себе за столь продолжительный срок не решилась. Надеюсь, мою проблему решат после этого отзыва."
977,08.02.2018 21:13,Почта Банк,про почта банк,5,"В июле прошлого года случайно в разговоре с коллегой узнал, что в Почта Банке можно оформить кредитную карту со льготным периодом в дней. И долго не думая обратился в Почта банк. Во время оформления сотрудник рассказал о преимуществах данной карты, рассказал о мобильном приложении, чем я сейчас очень активно пользуюсь, начиная с пополнения счета мобильника и до крупных заказов в интернет –магазинах. Больше всего меня заинтересовало то, что с этой карты можно заказывать товары  в интернет- магазине совершенно не беспокоясь. Частенько приходится заказывать, но теперь я смогу заказывать не беспокоясь, что закажу дороже или что товар не подойдет, у меня подключен пакет онлайн покупателя. Пока ни разу не приходилось воспользоваться данной услугой банка. Я до сих пор пользуюсь этой картой, и в любой момент обращаюсь к сотруднику Почта Банка если у меня возникают какие либо вопросы за что им отдельное спасибо.Раньше с пополнением  карты проблем не возникало,  мог пополнить с любой карты в мобильном приложении или в банкоматах ВТБ, а теперь стало еще легче так как, почти в любом отделении Почты России уже можно пополнить очень быстро и без комиссии. На днях предложили оформить карту уже со льготным периодом в дней, и какие могут быть сомнения в том, что я его оформлю?"
978,08.02.2018 21:06,Национальный Банк «Траст»,Ужасное обслуживание!,1,"Добрый день! Сегодня около .обратилась в офис на Тверской-Ямской закрыть вклады, отключить траст-онлайн и получить выписку об отсутствии обязательств, т.к. неоднократно по отзывам можно судить, что банк без ведома клиента выпускает платные продукты и потом начинает звонить требовать возврата средств. В офисе было три сотрудника и ни одного клиента, с недовольным видом они отправляли к друг другу, не решив кто будет обслуживать. Получив расходники на вклады, попросила отключить траст-онлайн. Сотрудник Саяна Н. сказала, что в отделении не отключают, это можно сделать только по телефону колл-центра, я несколько раз переспросила, действительно ли в отделении нельзя отключить услугу? Вышла из отделения, позвонила в контакт-центр, все операторы заняты, сказали, что направят смс- с номером куда звонить. В течение получаса смс не пришло. Я еще раз позвонила, направили смс с номером. Дозвонилась, оператор сказал, что по телефону только блокируют онлайн, отключить можно только в отделении! Вернулась обратно, недоброжелательная Саяна сказала, что они никогда не занимались отключением и вообще в отделении нет сотрудника, который может отключить! А кто тогда эти трое в зоне обслуживания??? Книги отзывов и предложений тоже нигде не оказалось, Саяна сказала, что у них ее нет!!! Как такое вообще может быть? У организации предоставляющей услуги!!! Приняла от меня заявления в свободной форме, жду ответа! После этого зашла в банк в соседнем здании ( не буду рекламировать) и сразу ощутила разницу в отношении.Бывший клиент НБ Траст."
979,08.02.2018 20:59,Кредит Европа Банк,Хорошее обслуживание,5,"декабря потерял карту, в новогодние праздники обратился в отделение, которое находится в Мега Дыбенко, за разблокировкой карты, на что сотрудник отделения сообщила, что по по утере карты перевыпуск невозможен. В итоге, я снял денежные средства через кассу и ушел, подумывая, отказаться от услуг банка. Через некоторое время обратился в отделение на Гражданском проспекте , где хотел закрыть карту. Но меня переубедил специалист Береговая Юлия, которая рассказала все плюсы этой карты и перевыпустила ее без всяких проблем. Выражаю свою благодарность специалисту Юлии."
980,08.02.2018 20:58,Сбербанк России,Благодарность менеджеру Фомичевой Д.Б.,5,"Обслуживалась в отделении Сбербанка в Адлере, по вопросу снижения процентной ставки по ипотеке. Менеджеру по ипотеке Диане Борисовне Фомичевой хочу выразить благодарность за обслуживание и профессиональную работу.  По моему вопросу предоставили всю необходимую информацию, все доступно объяснили, быстро внесли все необходимые данные и приняли заявление. Спасибо."
981,08.02.2018 20:51,Тач Банк,карта-...,1,"История началась с того, что я заказала карту при помощи сайта банка, после чего мене позвонили из кц с подтверждением заказа карты. После чего пришлось дополнительно позвонить в отдел доставки(доставка не -дня, а на деле -) дней, что нам и сообщили в отделе доставки. В кц задавали абсолютно не относящиеся к делу вопросы, типа сколько у Вас детей, а есть ли муж, а есть ли домашние животные(карта дебетовая!!!). После допроса и согласования доставки карты, которая была дней. Приехал опоздавший курьер, который второпях ничего не объясняя, заполнил документы и сделал фотографии, в т.ч. паспорта, меня с паспортом, договор со мной. После чего сказал ожидать дня смс об активации карты. Смс сообщение так и не пришло через дня сами позвонили в банк, на что нам ответили, что для активации карты необходимо дополнительно прислать сканы паспорта и договора. Спасибо конечно но нет, а потом что - обнаженное фото вам прислать(для активации карты,конечно!)Конечно банк получает свою """" хотя это и не сильно ухудшит рейтинг этого банка, но надеюсь на комментарии представителя банка. Общее впечатление от качества услуг, когда если это вообще можно назвать услугами, в полном ауте. Никогда в жизне не буду пользоваться ""услугами"" этого банка. Посоветую ли друзьям? Ни то что друзьям, врагам такого не посоветуешь. Как уже понятно,  никому не рекомендую даже связываться с этим банком, т.к. настолько плохого дебетового продукта, в плане сервиса, не может предложить ни один другой банк.Надеясь на комментарии представителя тач банка."
982,08.02.2018 20:51,Ренессанс Кредит,Сотрудники горячей линии помогли исправить ошибки консультанта,5,"Пришли в магазин,спросили о беспроцентной рассрочке,нам утвердительно ответили и повели оформлять..и оформили..кредит под .%+ смс оповещение р+страхование жизни..молча,не спросив ничего кроме данных паспорта и телефона. Любопытно то,что смс оповещение и страхование входит в сумму кредита..т.е на них еще и % идет,супер,впервые сталкиваюсь с УСЛУГОЙ в КРЕДИТ(ЩЕДРО,Я ВАМ СКАЖУ) (не нужной,даже не навязаной,а просто молча подключенной,потому что ""иначе вам бы не одобрили КРЕДИТ"",когда мы думаем,что нам рассрочку оформляют).  В общем любой каприз представителя банка за Ваши деньги,ребята)). Горячая линия! Спасибо вам огромное,разобрались и вернули все)приятно общаются,толково объясняют,мягко выясняют,не мы ли сглупили. В общем работают хорошо! Пожелания. Что бы не терять клиентов,строго и четко контролировать таких работников при магазинах,видно что привычно не объяснять,ни проговаривать клиенту всю суть операции...извините,но я ни ногой в Ваш банк((не хочу снова нарваться на такую ситуацию."
983,08.02.2018 20:45,Альфа-Банк,Не могу решить вопрос с реструктуризацией!,1,"Обращалась в отделение банка дважды января и февраля, для того, чтоб решить вопрос по платежам кредитной карты.  Замечу, что платеж февраля должен быть, поэтому пошла заблаговременно.Пришла в банк и объяснила, что у меня тяжелая финансовая ситуация, я в декрете, во время беременности работодатель принудил уволится, соответственно денег не выплатили, ежемесячно от государства получаю , просила банк дать реструктуризацию, снизить процент и платежи, хотя-бы на год, чтоб потом ребенка в садик, самой на работу ну и выплатить все это.В первый раз общалась с рядовыми специалистами, заполнили заявку на рефинансирование, а не реструктуризацию, естественно пришел отказ. Потом написали обращение, тоже отказ. Во второй раз пришла к руководителю, снова все объяснила, в итоге снова отказ. После того, когда наступила дата платежа, мне естественно на следующий день звонит отдел просрочки, я им начинаю все это объяснять, мне предлагают занять или пойти работать!!! Я им объясняю, что если бы у меня были другие варианты, я бы не стала обращаться в банк. В итоге, когда я прошу соединить со специалистом, кто реально может помочь в решении этого вопроса, говорят, что банк не может помочь и вешают трубку. . Далее разговариваю с начальником отдела просрочки, на что получаю ответ идите в отделение!!! И опять по кругу! Я не могу платить заявленную сумму, НЕ МОГУ! При этом не отказываюсь, предлагала по полторы тысячи, хотя бы временно.Замечу, что другие банки, Сбер и Скб, пошли на встречу, там у меня все оформлено. Особенно СБЕР, они вообще все сделали быстро и без отказов, с первого раза.А в этом банке есть хоть кто-то кто способен решить мой вопрос?!"
984,08.02.2018 20:43,Альфа-Банк,Как мой любимый банк подвёл меня.,1,"Пользуюсь услугами Альфа-банка несколько лет. В ходу пара карточек, постоянно пользуюсь Альфа-Кликом и не так давно оформил кредит на полмиллиона. Ежегодно плачу за пакет услуг «Комфорт», хотя даже не помню, что туда входит. При оформлении было что-то про «специальную зону обслуживания в отделениях», но по факту я этого не заметил. Как все, стою в общей очереди, к обычным менеджерам.В общем, я со своей стороны все обязательства выполнял, просрочек по кредитам никогда не допускал. И до сегодняшнего дня к банку относился очень хорошо. А «Альфа-Клик» даже в пример другим разработчикам ставил.Сегодня, при попытке отправить довольно скромную сумму в рублей, после ввода полученного мной кода из смс, интернет-банк заявил, что обнаружена замена сим-карты.Я позвонил по указанному в сообщении об ошибке номеру, где мне предложили вспомнить кодовое слово. Слово я конечно не помню, оформлял документыочень давно. Менеджер банка предложила попробовать кодовое слово поменять,позвонив с телефона, который был указан при регистрации.После пары неудачных последующих звонков в поддержку, где мне сказали, что мой номер не определился, я согласился поехать в отделение банка.К слову, отделение не близко и уже почти закрывалось. Но за минут до закрытия я успел. Объяснил менеджеру, что сим-карту я не вытаскивал с момента установки пару лет назад, а номер свой не менял больше лет.  Проблема была решена при мне, в течении минут, одним звонком менеджера банка по стационарному телефону.В сухом остатке – я потратил своё время, бензин (расход на турбо-Субару литров/км сотого бензина), несколько раз с недоверием(!) выслушал о том, что я, вероятно менял или вытаскивал сим-карту из своего телефона. Но самое главное, я подвёл человека, которому обещал перевести деньги в течении короткого промежутка времени. И это для меня имеет решающее значение.Здесь уже хочется вспомнить свой прошлый визит в отделение банка, за выпущенной картой, которая по какой-то внутренней ошибке уехала в Ростов на Дону, за которой я отстоял минут в очереди. (Я ранее закрыл на это глаза - бывает. Не ошибается тот, кто ничего не делает.)Когда-то я выбрал Альфа-банк потому, что очень ценю своё время. Сегодня же я понимаю, что не застрахован от повторения ситуации, когдане смогу совершить перевод денег и мне абсолютно не ясно, за какой такой «комфорт»я плачу.P.S. Аппарат у меня s, оператор Мегафон. Тарифы, настройки и прочее не менял.давно не обновляю. Переводы через Альфа-Клик совершаю постоянно, до сегодняшнего дня проблем не было."
985,08.02.2018 20:37,Связь-Банк,Непрофессионализм и отвратительное отношение,1,"Подавал заявку на карту с кэшбэком %. Одобрили, приехал в отделение по Невскому проспекту, подписал все документы, выдали карту. Когда уже уехал- позвонила консультант, говорит, что центральному офису не понравилось фото, нужно приехать сделать снова. Получилось приехать только через месяц - оказалось, что срок уже прошел - нужно было обязательно приехать в течение месяца. Консультант посоветовала подать еще раз заявку. Подал еще раз через сайт. Обратной связи  - никакой. В районе банка оказался через недели после повторной подачи заявки. Позвонил сначала на горячую линию - долго выясняли, данные все спросили, включая кодовое слово, сказали что все одобрено и кредит и карта, хотя подавал только на карту. Пришел в банк - после долгого ожидания, хотя никого в зале не было, консультант сказал, что мою заявку не одобрили, я немного удивился - пересказал всю историю, все разговоры с горячей линией минут назад - результата никакого. Посоветовала только попробовать подать заявку еще раз. Сухой остаток: холостых поездок на метро, в общей сложности часа потраченного времени, ненужные подписанные документы на руках и чувство легкого удивления!!"
986,08.02.2018 20:35,Тинькофф Банк,Плата за обслуживание дебетовой карты,,"Ребята! Если вдруг открываете накопительный счет в Тинькофф, помните, что средства на этом счете не будут учитываться при расчете суммы за обслуживание дебетовой карты.С Тинькофф банком меня связывает уже скоро лет черная дебетовая карта Black.Сейчас в ЛК Тинькофф предлагаются к открытию накопительные счета, позиционирующиеся как современный механизм накопления и удобного управления этим накопительным счетом в ИБ.Я наивный, решил, что будет удобнее и безопаснее хранить основную сумму денег на накопительном счете, а на карте держать только суммы на текущие расходы. В ЛК открыл накопительный счет и перевел на него большую часть средств. В следующую дату окончания расчетного периода получил начисленную плату за обслуживание карты.Позвонил на горячую линию, где мне, переключая через трех операторов, блокируя и разблокируя карты объяснили:Деньги на картах - учитываются, деньги на вкладах - учитываются, а вот накопительный счет - нет!Я-то считал что условия на сайте говорят обратное:"" Обслуживание счета карты - Бесплатно - При наличии открытого вклада, кредита наличными или при наличии на счёте за расчетный период остатка не менее ? ""но три оператора горячей линии убеждали меня, что всё верно, плата за обслуживание начислена верно, и деньги которые я храню в банке Тинькофф лежат в той его части, которая никак не влияет на сумму за обслуживание.Причем поскольку узнаете вы об этом только при окончании расчетного периода, готовьтесь получить списание платы минимум за месяца.Оставим за скобками вопрос, почему накопительный счет в личном кабинете ИБ отображается в том же списке, что и открытые когда-то вклады.Расстраивает меня не сумма списания, а то что это списание производится на основании неочевидного пункта тарифов, написанного мелким шрифтом только в подробном описании тарифного плана.Только начинаешь доверять банку, и не ждать подвоха и крючкотворных условий, как банк тут же избавил меня от иллюзий. И на том спасибо. Если мой отзыв хоть кому-то поможет сберечь свои деньги, будет уже хорошо. Поскольку в целом обслуживание в банке устраивает, отзыв без оценки."
987,08.02.2018 20:33,Райффайзенбанк,"Наплевательское отношение,и введение в заблуждение о премиум обслуживание!!!",1,"Пришёл в отделение банка на Комендантском проспекте ,через банкомат пополнить счёт наличными,вставил купюры,банкомат долго думал,после чего выплюнул мою карту,без чека,и соответственно на счёт ни копейки не пришло,добрая девушка стоявшая позади предложила помочь,и позвала сотрудника банка,стоял я где томин.никто не подошёл ,я попытался пополнить ещё на маленькую сумму .рублей,зачисление прошло,а предыдущей суммы как и не было,я обратился ещё раз к сотрудникам,на что меня отфутболили сказав,вы что не видите у нас клиенты,окей,банк «премиум» обслуживания типо,решил позвонить из онлай банка,дозвонился до девушки,мне было сказано ну что техника бывает,ждите сутки,может ,придётся чего то там доказывать и писать,обратился ещё раз к работникам,снова моя проблема для них оказалась не актуальна,они же заняты!!!Спросил как я могу пожаловаться,мне ткнули на какой то желтый ящик и сказали пишите....банк «премиум «обслуживания,шикарно,являюсь клиентом этого «прекрасного»банка,имею карту Gold,накопительный счёт,о чем теперь сожалею ,нужно все закрывать и переводить зарплату в другой банк,отношение пакостное,свои деньги очень быстро за все снимают,за обслуживание готовы наперёд деньги взять,а проблемы решаются как на рынке,я кому то ,что то должен доказывать и ждать,короче печальный опыт,банк пускает пыль в глаза а по факту всё как всегда через одно место!!!!?"
988,08.02.2018 20:29,Почта Банк,Почта банк отказывается принять оплату кредети,1,"Взяли кредит в почта банк. Думали, что будет удобно оплачивать, так как почта банк находится в пяти минутах . Куда-то выезжать в другие населенные пункты нет возможности. Но уже который день подряд работники почты отказываются принять платеж, говорят ,то у них интернет не работает, то надо раньше приходить. Из-за этого уже просрочка кредита.... Вот так из-за такого банка можно испортить себе кредитную историю ."
989,08.02.2018 20:23,Сбербанк России,Навязали страховку от мошенничества при оформлении дебетовой карты,,"Сегодня я пошла в офис Сбербанка оформить дебетовую карту. Менеджер банка при оформлении заявила, что для получения карты необходимо оформить ""защиту от мошенников"". Я дважды спросила, можно ли оформить карту без этой защиты, но она сказала, что это входит в стоимость по умолчанию и без нее карту оформить нельзя. Только позже, придя домой и проверя порядок получения карт, я поняла, что это не так. Таким образом мне просто так добавили р к стоимости годового обслуживания карты.Специалист по страхованию на горячей линии Сбербанка сообщила, что договор страхования можно просто не оплачивать при получении карты, и я надеюсь именно так и поступить.Такого наглого вранья и навязывания услуг я еще не видела."
990,08.02.2018 20:22,Связь-Банк,Невозможно получить график платежей,1,"Оформил в году военную ипотеку в краснодарском филиале Связь-Банка в Краснодаре. Сам проживаю в Ставрополе. Чтобы получить график платежей (который меняется ежегодно) НАДО ЕХАТЬ В КРАСНОДАР!!!!!! На Вашем сайте имеется ссылка на ""Живи онлайн!"". Я там зарегистрировался, но график платежей эта программа не выдает!!!!!! Звоню на ваш номер -..., а там мне говорят, что других вариантов, кроме как ехать в Краснодар (или любой филиал региона получения кредита), НЕТ!!!!! Вы нормальные вообще????? В веке - веке цифровых технологий я за абсолютно ничего не решающей бумажкой должен отмахать километров???!!!! Очень сожалею, что связался с этим банком!!!! Сообщите пожалуйста о выходе Вашей организации из каменного века! Очень жду..."
991,08.02.2018 20:18,Тинькофф Банк,Викторина,,"Предлагаю викторину: вы совершили покупку на тыс рублей по карте ТБ с повышенным кэшбэком (%)  . Какой кэшбэк вы получите в конце месяца ? ( правильный ответ тыс. руб, это максимум не зависимо от суммы покупки) . Угадайте что произойдёт если вам придётся вернуть часть товара скажем на тыс. рублей и вы получите деньги обратно на карту после выплаты тыс. кэшбэка? (Правильный ответ: по правилам ТБ за это с вас удержит .•,=тыс, т.е. вычтет эту сумму из кэшбэка в следующем месяце) Не знаю как вам, по мне гениально  ))"
992,08.02.2018 20:12,Альфа-Банк,Скрытые проценты и пошлина,1,"Доброго вам дня, пишу саму суть проблемы, которую не можем разрешитьДело было в далеком году, взяли кредит потребительский, платили без задержек до времени, когда случилась неприятности со мной, сломала руку, соответственно временно не трудоспособна, обратилась в банк с заявлением об отсрочка платежа на месяца, на что получила отказ, хорошо с горем пополам не без трудностей, но кредит погасили, при этом были коллекторы угрозы и прочие прелестиНу да ладно,погасили кредит, прошло лет и тут выясняется, что у меня висит какая то не понятная сумма долга по кредиту, стали выяснять, некие пошлины и пени, хорошо готовы заплатить, в офисе банка сказали, что уже принято судебное решение, но где уведомления, где бумаги и прочее в этих случаяхДальше больше, взяли бумаги с органов, что ни каких долгов нет все проблачено, привозим в центральный офис банка, постановления фссп об снятии всех арестовали идокумент что ни каких долгов нет по каким либо требованиямТеперь с каждым разом банк футболист не предпринимая ни каких решений, незнаем как с ними бороться, не можем закрыть счет и навсегда закончить эту эпопею, однако опять возникли трудности, ни какой ясностиЕсли на этой недели не будет положительного решения, будем составлять досудебную претензию, а так же заявление в прокуратуру, в Центробанк и прочие инстанции, дабы решить вопрос"
993,08.02.2018 20:08,Сбербанк России,Обслуживание ипотеки в Сбере,2,"Накипело. Реально. Привет Сбербанк. У меня ипотека. Перед ежемесячным платежом сделала частичное досрочное погашение. Криво косо, но сделала. Криво, потому что хотела сделать это в мобильном приложении, все обыскала, не нашла где. Благо нашла кнопку связи с банком и задала вопрос, оказывается можно только на веб версии. Ну ладно, не переломилась, зашла на сайт, оформила. Нет бы напрячься, что сайт меня не спросил, как я хочу сделать чдп, уменьшить срок или сумму платежа в месяц (я, естественно, хочу уменьшить срок). Захожу в график, вижу, что изменилась сумма. Епрст. Жму на ту волшебную кнопку связи с банком, мол как так, меня никто не спросил, как надо, а надо то по-другому, как бы теперь переделать. Надо отметить, что отвечают быстро. Хоть и ни о чем. Ответили, что если я хочу уменьшить срок, то нужно ножками сходить в отделение и посидеть в очереди. Я снова пишу, т.к. вопрос мой был не о том, что мне делать в следующий раз, а как бы изменить именно это чдп с упором на то, что могли бы на сайте спрашивать, чего заемщики хотят. Ответ также ни о чем, типа они меня не понимают, а предлагают пройти в отделение. Ок. Ни времени, ни желания продолжать бороться за своё несчастное чдп не было. Плюнула. Почти забыла. Осталось оплатить около рублей в дату платежа (видимо, какие-то %). Дата платежа у меня число. Живу себе счастливо, у меня есть деньги на карте, как вдруг в субботу(?!!) мне решил позвонить автоинформатор и рассказать, что я должна предоставить в банк документы, подтверждающие целевое использование кредита, иначе ставка у меня настолько-то там вырастет и если я чего-то не поняла, звони на или иди в отделение, где кредит получала. Я как-то даже растерялась. Во-первых, кредит я взяла в августе, а сейчас февраль. Чёт поздновато решили документы попросить. Во-вторых, все документы, подтверждающие целевое использование кредита, т.е. В случае ипотеки, подтверждающие регистрацию права, предоставляются в банк до выдачи денег и, естественно, были предоставлены тогда. Звоню на , мне говорят - эмм, может вы их не предоставляли? Тадам! Сотрудник банка не понимает схему выдачи кредита. Я терпеливо объясняю, что нет, это не так. - Может, это страховка? Ее нужно каждый год предоставлять. Ааааааа!!! Ребят, год ещё не прошёл, без предоставленной страховки вы бы мне кредит не выдали. - Ну тогда идите в отделение, мы не знаем. Ок, спасибо, понятно. Глупо ожидать другого ответа. Пишу в почту менеджеру, который выдавал мне ипотеку. Несколько дней тишина. Ок. Планирую в выходные попереть в отделение. Неудобно, а что делать. Ноооо, начинается самое интересное! Сегодня, ., мне звонит сотрудник Сбера и уточняет, по какой такой причине я не плачу по кредиту вот уже дней, а именно, не внесла рублей. Я в ступоре. Как не внесла? Да, у меня какая-то копеечная сумма была на сберегательном счете, но на дебетовой карте есть деньги, почему они не списались?? - Нуу, потому что ваша карта не привязана к кредиту. Чтобы привязать, идите в отделение. Понимаю, что задавать дальше вопрос об абсурдности ситуации, когда у меня есть деньги на одном счете и кредит на другом, и по сути, искусственном создании задолженности, бессмысленно, я хотя бы хочу понять, почему они решили позвонить мне именно сегодня. Ни вчера, ни, например, ., когда эту задолженность они мне по факту сами создали. Сотрудник банка удивленно меня спрашивает, а что, вам смс не приходило? И тут я начинаю понимать, что звонок «о документах» это как бы намёк на задолженность видимо был. Понятно, что никакого смс не было и в помине. Я раздраженно говорю, что, конечно, я сегодня оплачу эти рублей и понятно, что просрочка не из-за отсутствия у меня столь крупной суммы. Захожу в Сбербанк онлайн, перевожу деньги с карты на счёт. Захожу в раздел кредиты иииииии!! Никакой информации о том, что у меня вообще-то идёт просрочка, там нет!!! Я понимаю, что де юре банк всегда прав и в каких-то многочисленных, подписанных мною документах, не указано, что в случае отсутствия средств на одном счете производится безакцептное списание с другого, как это организовано в других банках, но позвольте заметить, что это как-то странно и неудобно. Наверное, можно это организовать в столь крупном, продвинутом, «ориентированном на клиента» банке. В общем, Браво крутому сервису и здравому смыслу, который, видимо, банк игнорирует. Я все ещё верю, что один человек способен изменить мир и надеюсь на чудо, что вдруг этот пост прочитает не клерк, который должен обрабатывать негативные отзывы в адрес банка, а кто-то, кто принимает хоть какие-то решения в этом банке и способен сделать так, чтобы клиентам было УДОБНО быть клиентами."
